biosample_name,assay_name,bios_accession,exp_accession,file_accession,assembly,read_length,run_type,sequencing_platform,lab,depth
radial_glial_cell_grp1_rep1,H3K4me3,ENCBS008AOU,ENCSR433PUR,ENCFF467UPT,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",28794340.0
radial_glial_cell_grp1_rep1,H3K36me3,ENCBS008AOU,ENCSR136NUH,ENCFF455SAO,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",38573919.0
HUES64_grp1_rep1,H3K36me3,ENCBS015UPH,ENCSR426UWA,ENCFF243MQR,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",26300292.0
HUES64_grp1_rep1,H3K9me3,ENCBS015UPH,ENCSR316MNI,ENCFF995DGY,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",12859901.0
HUES64_grp1_rep1,H3K4me1,ENCBS015UPH,ENCSR845WAQ,ENCFF974FZN,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",24393896.0
HUES64_grp1_rep1,H3K9ac,ENCBS015UPH,ENCSR470PLJ,ENCFF527MTC,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",19582475.0
HUES64_grp1_rep1,H3K4me3,ENCBS015UPH,ENCSR894OYM,ENCFF228JZS,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",22160916.0
HUES64_grp1_rep1,H3K27me3,ENCBS015UPH,ENCSR634MAK,ENCFF040TSP,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",12309664.0
foreskin_melanocyte_nonrep,H3K36me3,ENCBS425NOG,ENCSR324EPZ,ENCFF870TLI,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",39810137.0
foreskin_melanocyte_nonrep,H3K9me3,ENCBS425NOG,ENCSR571CSC,ENCFF964HOR,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",24840015.0
foreskin_melanocyte_nonrep,H3K4me1,ENCBS425NOG,ENCSR050FLB,ENCFF145XPY,GRCh38,75.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",34016390.0
foreskin_melanocyte_nonrep,H3K27ac,ENCBS425NOG,ENCSR693VHX,ENCFF813QEC,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",21288921.0
foreskin_melanocyte_nonrep,DNase-seq,ENCBS425NOG,ENCSR434OBM,ENCFF900ZMW,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",81893688.0
foreskin_melanocyte_nonrep,H3K4me3,ENCBS425NOG,ENCSR350JZR,ENCFF714HYL,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",23840345.0
foreskin_melanocyte_nonrep,H3K27me3,ENCBS425NOG,ENCSR147GWR,ENCFF640JPZ,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",38524456.0
A549_nonrep,H3K4me2,ENCBS069CLB,ENCSR410BCN,ENCFF509NTY,GRCh38,51.0,single-ended,Illumina HiSeq 2500,"Tim Reddy, Duke",23202608.0
A549_nonrep,H3K27ac,ENCBS192IRK,ENCSR778NQS,ENCFF312BJX,GRCh38,51.0,single-ended,Illumina HiSeq 4000,"Tim Reddy, Duke",77830743.0
A549_nonrep,ATAC-seq,ENCBS863VVH,ENCSR032RGS,ENCFF616DYV,GRCh38,101.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",321164948.0
A549_nonrep,H3K4me3,ENCBS163AAA,ENCSR000DPD,ENCFF651IDK,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",12740818.0
A549_nonrep,H3K9me3,ENCBS090WQR,ENCSR775TAI,ENCFF814CLG,GRCh38,51.0,single-ended,Illumina HiSeq 2500,"Tim Reddy, Duke",42884520.0
A549_nonrep,CTCF,ENCBS159AAA,ENCSR000DYD,ENCFF851QQF,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"Michael Snyder, Stanford",21567556.0
A549_nonrep,H3K4me1,ENCBS270TGZ,ENCSR636PIN,ENCFF874AAY,GRCh38,51.0,single-ended,Illumina HiSeq 2000,"Tim Reddy, Duke",33920172.0
A549_nonrep,DNase-seq,ENCBS162AAA,ENCSR000EIE,ENCFF539TQP,GRCh38,20.0,single-ended,Illumina Genome Analyzer,"Gregory Crawford, Duke",120107504.0
dorsolateral_prefrontal_cortex_grp4_rep1,CTCF,ENCBS965OCN,ENCSR715FHW,ENCFF416UVH,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",31591222.0
dorsolateral_prefrontal_cortex_grp4_rep1,H3K27ac,ENCBS965OCN,ENCSR814QIV,ENCFF490ICR,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",25156589.0
dorsolateral_prefrontal_cortex_grp4_rep1,H3K4me3,ENCBS965OCN,ENCSR703AIO,ENCFF063HGT,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",26267961.0
dorsolateral_prefrontal_cortex_grp4_rep1,H3K27me3,ENCBS965OCN,ENCSR817PGE,ENCFF993QTD,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",57381310.0
adipocyte_grp1_rep1,H3K9me3,ENCBS218JBL,ENCSR201GCJ,ENCFF378NHH,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",20260486.0
adipocyte_grp1_rep1,H3K9ac,ENCBS218JBL,ENCSR162VXO,ENCFF361RUT,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",25705319.0
adipocyte_grp1_rep1,H3K4me3,ENCBS218JBL,ENCSR367VRA,ENCFF410NZP,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",26887215.0
adipocyte_grp1_rep1,H3K27me3,ENCBS218JBL,ENCSR769HUN,ENCFF827XPH,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",25103959.0
adipocyte_grp1_rep1,H3K36me3,ENCBS218JBL,ENCSR136ZNV,ENCFF455RDG,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",26705636.0
adipocyte_grp1_rep1,H3K4me1,ENCBS218JBL,ENCSR115VDV,ENCFF263QTD,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",31586649.0
NCI_H929_grp1_rep2,H3K4me1,ENCBS571AQH,ENCSR011CSR,ENCFF617CAT,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",29616974.0
NCI_H929_grp1_rep2,CTCF,ENCBS571AQH,ENCSR634OAQ,ENCFF686KKV,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",17089560.0
NCI_H929_grp1_rep2,H2AFZ,ENCBS571AQH,ENCSR559IFS,ENCFF477WIN,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",37916674.0
NCI_H929_grp1_rep2,H3K9ac,ENCBS571AQH,ENCSR327OGS,ENCFF887ALT,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",19888476.0
NCI_H929_grp1_rep2,H3K79me2,ENCBS571AQH,ENCSR339FOO,ENCFF840VIL,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",75077274.0
NCI_H929_grp1_rep2,H3K4me3,ENCBS571AQH,ENCSR082NQB,ENCFF818DII,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",29461987.0
NCI_H929_grp1_rep2,H3K4me2,ENCBS571AQH,ENCSR692HIO,ENCFF311PFB,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",51526632.0
NCI_H929_grp1_rep2,H3K36me3,ENCBS571AQH,ENCSR562JTY,ENCFF479IOR,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",45689052.0
NCI_H929_grp1_rep2,H3F3A,ENCBS571AQH,ENCSR536SZD,ENCFF678EEL,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",27840870.0
MCF_7_grp1_rep1,H2AFZ,ENCBS789UPK,ENCSR057MWG,ENCFF597OEX,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",38783899.0
MCF_7_grp1_rep1,H3K4me2,ENCBS789UPK,ENCSR875KOJ,ENCFF134YPW,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",43519430.0
MCF_7_grp1_rep1,H3K9me3,ENCBS789UPK,ENCSR999WHE,ENCFF909MGB,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",55966194.0
MCF_7_grp1_rep1,H3K79me2,ENCBS789UPK,ENCSR059ICA,ENCFF312WJY,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",9629771.0
MCF_7_grp1_rep1,H3K9ac,ENCBS789UPK,ENCSR056UBA,ENCFF571MVG,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",23365983.0
MCF_7_grp1_rep1,H3K9me2,ENCBS789UPK,ENCSR374RZR,ENCFF249TCH,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",21197346.0
MCF_7_grp1_rep1,H3K4me3,ENCBS789UPK,ENCSR985MIB,ENCFF101TRI,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",34000216.0
MCF_7_grp1_rep1,H3K27me3,ENCBS789UPK,ENCSR761DLU,ENCFF413QYQ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",51058071.0
MCF_7_grp1_rep1,H3K27ac,ENCBS789UPK,ENCSR752UOD,ENCFF785NUK,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",66481396.0
MCF_7_grp1_rep1,H3K36me3,ENCBS789UPK,ENCSR610IYQ,ENCFF747AWB,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",38698021.0
MCF_7_grp1_rep1,H3K4me1,ENCBS789UPK,ENCSR493NBY,ENCFF592EVS,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",59892008.0
MCF_7_grp1_rep1,CTCF,ENCBS789UPK,ENCSR560BUE,ENCFF006UZY,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",18915967.0
MCF_7_grp1_rep1,H3F3A,ENCBS789UPK,ENCSR197XDQ,ENCFF626ORM,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",22375739.0
MCF_7_grp1_rep1,H4K20me1,ENCBS789UPK,ENCSR639RHG,ENCFF491EQT,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",42882610.0
PC_9_grp1_rep1,H2AFZ,ENCBS177ANS,ENCSR491WAP,ENCFF161BZI,GRCh38,76.0,paired-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",63019948.0
PC_9_grp1_rep1,EZH2,ENCBS177ANS,ENCSR793USK,ENCFF766XZO,GRCh38,76.0,paired-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",54961196.0
PC_9_grp1_rep1,H3K4me2,ENCBS177ANS,ENCSR513KNS,ENCFF328VLF,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",29600157.0
PC_9_grp1_rep1,H3K27ac,ENCBS177ANS,ENCSR769FOC,ENCFF503OML,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",32323626.0
PC_9_grp1_rep1,H3K27me3,ENCBS177ANS,ENCSR726LZG,ENCFF343ZZX,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",34030672.0
PC_9_grp1_rep1,H3K4me3,ENCBS177ANS,ENCSR441JWF,ENCFF485RPN,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",32102753.0
PC_9_grp1_rep1,H3K9me3,ENCBS177ANS,ENCSR555TAX,ENCFF729ZNT,GRCh38,76.0,paired-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",66471736.0
PC_9_grp1_rep1,H4K20me1,ENCBS177ANS,ENCSR152YYY,ENCFF287ZMV,GRCh38,76.0,paired-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",50639748.0
PC_9_grp1_rep1,H3K79me2,ENCBS177ANS,ENCSR705SZP,ENCFF347OCC,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",37735022.0
PC_9_grp1_rep1,CTCF,ENCBS177ANS,ENCSR243INX,ENCFF116NLC,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",21394944.0
PC_9_grp1_rep1,H3K4me1,ENCBS177ANS,ENCSR913MGR,ENCFF549JIA,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",103494195.0
PC_9_grp1_rep1,H3F3A,ENCBS177ANS,ENCSR180AAB,ENCFF888ZLZ,GRCh38,76.0,paired-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",39706272.0
PC_9_grp1_rep1,H3K36me3,ENCBS177ANS,ENCSR402SJV,ENCFF463QWI,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",65946437.0
PC_9_grp1_rep1,H3K9me2,ENCBS177ANS,ENCSR521GRK,ENCFF185YPL,GRCh38,76.0,paired-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",49184124.0
PC_9_grp1_rep1,H3K9ac,ENCBS177ANS,ENCSR945KBK,ENCFF625PVX,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",37444659.0
peripheral_blood_mononuclear_cell_nonrep,H3K36me3,ENCBS558KIK,ENCSR162MGR,ENCFF281WTV,GRCh38,75.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",18074786.0
peripheral_blood_mononuclear_cell_nonrep,H3K9me3,ENCBS558KIK,ENCSR980XMX,ENCFF186JBV,GRCh38,75.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",17248810.0
peripheral_blood_mononuclear_cell_nonrep,H3K4me1,ENCBS558KIK,ENCSR482QXO,ENCFF803AQX,GRCh38,75.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",20182423.0
peripheral_blood_mononuclear_cell_nonrep,H3K27ac,ENCBS558KIK,ENCSR615HXA,ENCFF564QQO,GRCh38,75.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",21238612.0
peripheral_blood_mononuclear_cell_nonrep,H3K9ac,ENCBS206BHY,ENCSR969DAF,ENCFF974PLJ,GRCh38,76.0,single-ended,Illumina Genome Analyzer IIx,"Joseph Costello, UCSF",28880154.0
peripheral_blood_mononuclear_cell_nonrep,H3K4me3,ENCBS558KIK,ENCSR368YPC,ENCFF126SQQ,GRCh38,75.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",18004607.0
peripheral_blood_mononuclear_cell_nonrep,H3K27me3,ENCBS558KIK,ENCSR866UQO,ENCFF883IAD,GRCh38,75.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",22775029.0
motor_neuron_grp2_rep2,H3K27ac,ENCBS316EVT,ENCSR312HLG,ENCFF723ZOY,GRCh38,100.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",97858400.0
motor_neuron_grp2_rep2,ATAC-seq,ENCBS316EVT,ENCSR704VZY,ENCFF353HIF,GRCh38,101.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",154647336.0
motor_neuron_grp2_rep2,H3K4me3,ENCBS316EVT,ENCSR962OTG,ENCFF856KJG,GRCh38,100.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",100574054.0
motor_neuron_grp2_rep2,H3K4me1,ENCBS316EVT,ENCSR207VLY,ENCFF398AMQ,GRCh38,100.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",93275230.0
IMR_90_grp3_rep2,H2BK20ac,ENCBS981IKS,ENCSR054IRX,ENCFF801QAC,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",22855830.0
IMR_90_grp3_rep2,H3K23ac,ENCBS981IKS,ENCSR942NME,ENCFF773OTU,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",28818093.0
IMR_90_grp3_rep2,H3K4ac,ENCBS981IKS,ENCSR039ZLS,ENCFF085MIL,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",27424893.0
IMR_90_grp3_rep2,H3K9me1,ENCBS981IKS,ENCSR580LZO,ENCFF936ASR,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",24068957.0
IMR_90_grp3_rep2,H2BK120ac,ENCBS981IKS,ENCSR210RXE,ENCFF475ABK,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",23786609.0
IMR_90_grp3_rep2,H3K79me1,ENCBS981IKS,ENCSR553OEU,ENCFF936HOL,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",26293376.0
IMR_90_grp3_rep2,H3K14ac,ENCBS981IKS,ENCSR283STF,ENCFF372HOJ,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",28775683.0
GM23338_grp1_rep1,H3K36me3,ENCBS368AAA,ENCSR236YPE,ENCFF305DFQ,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",37141192.0
GM23338_grp1_rep1,H3K9me2,ENCBS368AAA,ENCSR700VCN,ENCFF183PKF,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",44030040.0
GM23338_grp1_rep1,H3K4me1,ENCBS368AAA,ENCSR249YGG,ENCFF025LJG,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",57321696.0
GM23338_grp1_rep1,H3K27ac,ENCBS368AAA,ENCSR729ENO,ENCFF206NOQ,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",57852446.0
GM23338_grp1_rep1,DNase-seq,ENCBS368AAA,ENCSR004SUL,ENCFF912RFQ,GRCh38,36.0,paired-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",314822206.0
GM23338_grp1_rep1,H3F3A,ENCBS368AAA,ENCSR313NJN,ENCFF871UQX,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",39230175.0
GM23338_grp1_rep1,H3K4me2,ENCBS368AAA,ENCSR740FYN,ENCFF809GPH,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",28676093.0
GM23338_grp1_rep1,H3K79me2,ENCBS368AAA,ENCSR154HDX,ENCFF385OPI,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",42780536.0
GM23338_grp1_rep1,CTCF,ENCBS368AAA,ENCSR932ZMX,ENCFF388IGL,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Richard Myers, HAIB",18973154.0
GM23338_grp1_rep1,H4K20me1,ENCBS368AAA,ENCSR293NAJ,ENCFF254FGF,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",54833106.0
GM23338_grp1_rep1,POLR2AphosphoS5,ENCBS368AAA,ENCSR369NGL,ENCFF030YDD,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Richard Myers, HAIB",22904365.0
GM23338_grp1_rep1,H3K4me3,ENCBS368AAA,ENCSR657DYL,ENCFF607PEJ,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",23716917.0
GM23338_grp1_rep1,H3K27me3,ENCBS368AAA,ENCSR386RIJ,ENCFF450WPL,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",27600294.0
GM23338_grp1_rep1,H2AFZ,ENCBS368AAA,ENCSR908FQA,ENCFF982JQM,GRCh38,76.0,paired-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",122013106.0
GM23338_grp1_rep1,RNA-seq,ENCBS368AAA,ENCSR938LSP,ENCFF730OTJ,GRCh38,,single-ended,Illumina HiSeq 2000,"Thomas Gingeras, CSHL",
foreskin_fibroblast_nonrep,H3K36me3,ENCBS955MUX,ENCSR889OUV,ENCFF568WGM,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",67811198.0
foreskin_fibroblast_nonrep,H3K9me3,ENCBS955MUX,ENCSR512BHQ,ENCFF864BJK,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",36935707.0
foreskin_fibroblast_nonrep,H3K4me1,ENCBS955MUX,ENCSR346DNL,ENCFF132JCC,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",86560759.0
foreskin_fibroblast_nonrep,H3K27ac,ENCBS955MUX,ENCSR108NVQ,ENCFF794BQY,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",15254700.0
foreskin_fibroblast_nonrep,DNase-seq,ENCBS955MUX,ENCSR153LHP,ENCFF859ZKQ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"John Stamatoyannopoulos, UW",406025366.0
foreskin_fibroblast_nonrep,CTCF,ENCBS271PJP,ENCSR000DWQ,ENCFF987ARW,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",19727950.0
foreskin_fibroblast_nonrep,H3K4me3,ENCBS955MUX,ENCSR079ZQI,ENCFF258RGU,GRCh38,76.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",47080449.0
foreskin_fibroblast_nonrep,H3K27me3,ENCBS955MUX,ENCSR285UTJ,ENCFF540HDW,GRCh38,75.0,single-ended,Illumina HiSeq 2000,"Joseph Costello, UCSF",68642652.0
BLaER1_grp1_rep1,H3K36me3,ENCBS900NVU,ENCSR881ZMP,ENCFF679UKB,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",61597727.0
BLaER1_grp1_rep1,H3K9me3,ENCBS900NVU,ENCSR754WUX,ENCFF541FFV,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",58492925.0
BLaER1_grp1_rep1,H3K4me1,ENCBS900NVU,ENCSR659KFN,ENCFF432ADQ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",44567836.0
BLaER1_grp1_rep1,H3K27ac,ENCBS900NVU,ENCSR006ANF,ENCFF159LCZ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",44398028.0
BLaER1_grp1_rep1,H3K4me2,ENCBS900NVU,ENCSR649DTM,ENCFF417IEA,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",45397012.0
BLaER1_grp1_rep1,H3K9ac,ENCBS900NVU,ENCSR218KHF,ENCFF996FGE,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",29446950.0
BLaER1_grp1_rep1,H4K20me1,ENCBS900NVU,ENCSR634UTP,ENCFF195WCH,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",34876481.0
BLaER1_grp1_rep1,H3K4me3,ENCBS900NVU,ENCSR822ZAQ,ENCFF628COE,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",33719660.0
BLaER1_grp1_rep1,H3K27me3,ENCBS900NVU,ENCSR440PPG,ENCFF935QWX,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",38461930.0
HeLa_S3_nonrep,MYC,ENCBS637AAA,ENCSR000EZD,ENCFF262TLF,GRCh38,27.0,single-ended,Illumina Genome Analyzer,"Sherman Weissman, Yale",6159256.0
HeLa_S3_nonrep,CTCF,ENCBS646PGB,ENCSR000DLO,ENCFF627ERW,GRCh38,35.0,single-ended,Illumina Genome Analyzer,"Vishwanath Iyer, UTA",8995097.0
HeLa_S3_nonrep,POLR2A,ENCBS637AAA,ENCSR000EZL,ENCFF792LBL,GRCh38,27.0,single-ended,Illumina Genome Analyzer,"Sherman Weissman, Yale",6262362.0
HeLa_S3_nonrep,DNase-seq,ENCBS646PGB,ENCSR000EJT,ENCFF348KOY,GRCh38,20.0,single-ended,Illumina Genome Analyzer,"Gregory Crawford, Duke",48465347.0
HeLa_S3_nonrep,H3K4me3,ENCBS031GUL,ENCSR000DUA,ENCFF847DCI,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",10761655.0
HeLa_S3_nonrep,H3K27me3,ENCBS031GUL,ENCSR000DTY,ENCFF718IFJ,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",7896231.0
HeLa_S3_nonrep,H3K36me3,ENCBS031GUL,ENCSR000DTZ,ENCFF235LVO,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",12536256.0
SU_DHL_6_grp1_rep2,H2AFZ,ENCBS136LHJ,ENCSR869HJR,ENCFF009ADQ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",38534830.0
SU_DHL_6_grp1_rep2,H3K9me3,ENCBS136LHJ,ENCSR587FCM,ENCFF662ENK,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",23844245.0
SU_DHL_6_grp1_rep2,H3K79me2,ENCBS136LHJ,ENCSR471VHW,ENCFF894PQE,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",26127998.0
SU_DHL_6_grp1_rep2,H3K9ac,ENCBS136LHJ,ENCSR114GLZ,ENCFF788EVT,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",21365940.0
SU_DHL_6_grp1_rep2,H3K9me2,ENCBS136LHJ,ENCSR018LUP,ENCFF939ANP,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",28438767.0
SU_DHL_6_grp1_rep2,H3K4me3,ENCBS136LHJ,ENCSR494LJG,ENCFF077XGD,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",35732820.0
SU_DHL_6_grp1_rep2,CTCF,ENCBS136LHJ,ENCSR125DKL,ENCFF198AGE,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",23698956.0
body_of_pancreas_nonrep,H3K36me3,ENCBS869MHP,ENCSR689SFJ,ENCFF812PHX,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",52625154.0
body_of_pancreas_nonrep,H3K9me3,ENCBS869MHP,ENCSR760EGQ,ENCFF386TAI,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",41849669.0
body_of_pancreas_nonrep,H3K4me1,ENCBS869MHP,ENCSR827NKO,ENCFF221YGC,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",47003703.0
